net_assets,ytd_return,fund_yield,net_annual_expense_ratio_fund,portfolio_stocks,portfolio_bonds,price_earnings,price_book,price_sales,price_cashflow,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,rating_us_government,rating_aaa,rating_aa,rating_a,rating_bbb,rating_bb,rating_b,rating_below_b,rating_others,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2018,fund_return_2017,fund_alpha_3years,fund_alpha_5years,fund_alpha_10years,fund_beta_3years,fund_beta_5years,fund_beta_10years,fund_mean_annual_return_3years,fund_mean_annual_return_5years,fund_mean_annual_return_10years,fund_r_squared_3years,fund_r_squared_5years,fund_r_squared_10years,fund_standard_deviation_3years,fund_standard_deviation_5years,fund_standard_deviation_10years,fund_sharpe_ratio_3years,fund_sharpe_ratio_5years,fund_sharpe_ratio_10years,fund_treynor_ratio_5years,fund_treynor_ratio_10years
52060000,16.08,0.66,0.59,99.99,0,13.31,1.55,1.54,5.59,2.78,2.06,18.99,7.66,1.42,12.67,2.34,1.46,2.67,4.32,43.64,0,0,0,0,0,0,0,0,0,12.58,0,-0.5,0,12.58,0,6.24,0,5.51,0,1.08,0,0,0,-6.97,14.94,-0.95,-0.6,0,0.84,0.77,0,0.52,0.17,0,42.33,48.21,0,13.74,13.3,0,0.36,0.1,0,0.52,0
2470000000,2.22,2.64,0.06,0.02,88.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.61,5.47,13.47,10.47,3.36,2.58,0.89,0.14,2.11,2.93,0.98,0.14,2.11,0.49,3.77,2.81,1.94,1.75,1.8,1.98,0,0,1.18,1.83,0.36,0.23,0,0.42,0.41,0,0.16,0.15,0,88.63,82.4,0,1.35,1.31,0,0.52,0.8,0,2.53,0
60470000,7.52,1.36,0.5,99.63,0,15.61,2.7,1.96,12.98,4.99,7.79,0,0.08,10.19,32.31,2.44,0,19.58,8.08,14.53,0,0,0,0,0,0,0,0,0,2.73,0,1.67,0,-3.51,0,4.72,0,7.52,0,6.6,0,10.93,0,,13.83,0,0,0,0,0,0,0.68,0.6,0.94,0,0,0,9.35,10.02,12.4,0.76,0.65,0.88,0,0
126080000,6.74,1.75,0.6,99,0,14.95,2.17,1.51,10.32,10.61,8.22,0.23,1.4,10.29,24.69,2.89,0.77,17.62,10.69,12.6,0,0,0,0,0,0,0,0,0,-3.48,0,0.46,0,-5.46,0,-1.44,0,6.54,0,4.37,0,8.44,0,,19.08,-1.74,-2.57,-1.97,0.88,0.94,0.96,0.58,0.41,0.79,87.05,91.67,96.49,9.44,10.24,13.52,0.62,0.42,0.67,4.09,8.88
5230000,12.33,2.75,0.3,93.71,0,14.52,1.33,0.96,6.86,10.36,13.56,15.16,7.06,8.76,6.79,4.58,3.23,4.34,17.48,8.68,0,0,0,0,0,0,0,0,0,10.32,4.11,0.38,1.28,10.32,5.62,-2.33,8.19,8.91,0.78,0,7.15,0,1.76,-12.84,24.01,-0.97,0,0,0.93,0,0,0.57,0,0,96.15,0,0,10.03,0,0,0.56,0,0,0,0
5020000000,21.09,1.06,0.43,99.95,0,18.44,3.76,1.74,15.25,0,0,0,0,0,0,0,0,0,93.03,6.97,0,0,0,0,0,0,0,0,0,15.8,9.41,-4.28,-1.83,15.8,-0.59,1.89,5.78,20.8,5.21,14.09,12.3,21.02,7.39,-7.16,35.17,6.96,7.17,8.81,1.29,1.06,0.95,1.7,1.2,1.72,61.4,58.62,64.66,16.52,15.33,16.49,1.15,0.89,1.22,12.53,21.61
1200000000,25.93,0.58,0.43,99.9,0,11.05,1.52,0.69,7.85,17.44,78.44,0,0,0,0,0,0,0,2.96,1.15,0,0,0,0,0,0,0,0,0,17.52,-0.65,2.03,-2.32,17.52,-3.49,-10.23,-3.67,9.68,3.31,8.25,12.71,15.56,6.08,-30.97,59.45,-2.48,2.02,3.19,1.3,1.16,1.17,0.91,0.82,1.47,48.77,42.64,42.27,18.6,19.62,25.12,0.52,0.46,0.68,6.43,12.85
687990000,1.88,2.09,0.1,0,99.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1.81,3.9,1.75,0.16,1.81,-0.08,4.93,3.13,1.26,2.87,1.79,1.95,1.98,0,1.95,1.05,-0.64,-0.5,-1.02,0.78,0.76,0.78,0.1,0.15,0.17,86.29,85.5,78.09,2.54,2.38,2.52,-0.02,0.42,0.62,1.28,1.97
57640000,22.21,0.25,0.75,99.89,0,20.58,3.02,2.72,12.08,0,2.21,1.28,0,0,9.33,4.76,0.33,0,6.97,75.11,0,0,0,0,0,0,0,0,0,18.52,11.18,1.55,-2.88,18.52,3.1,16.15,10.77,16.19,13.17,0,14.36,0,8.68,-0.18,27.74,4.82,0,0,1.06,0,0,1.34,0,0,66.14,0,0,13.13,0,0,1.13,0,0,0,0
258880000,2.84,4.51,0.74,99.56,0,6.37,1.06,0.88,6.14,11.06,2.28,32.81,0,13.42,0,0,8.39,9.4,20.73,1.91,0,0,0,0,0,0,0,0,0,-38.64,0,12.56,0,34.63,0,-30.02,0,-10.3,0,-12.24,0,1.96,0,,37.52,-0.57,-0.6,-0.4,1,1,1,-0.67,-0.39,0.64,99.96,99.97,99.86,30.97,30.22,31.07,-0.25,-0.15,0.24,-8.74,2.71
1720000000,3.72,2.28,0.24,0,99.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.36,54.32,21.63,6.69,0,0,0,0,3.19,6.25,1.72,-0.67,3.19,-0.65,6.18,9.36,2.54,8.63,3.76,5.91,4.6,0,0.64,6.21,-0.53,-0.76,-1.08,1.26,1.29,1.23,0.22,0.32,0.38,98.45,98.07,96.26,4.41,3.92,4.67,0.3,0.76,0.88,2.32,3.35
18730000000,18.34,1.87,0.03,99.72,0,16.94,2.74,1.84,8.46,2.83,12.2,15.22,3.9,7.01,14,3.19,3.32,5.1,10.73,22.5,0,0,0,0,0,0,0,0,0,13.88,7.5,1.44,-0.25,13.88,3.2,8.61,13.45,13.44,10.14,10.54,15.76,15.9,7.33,-5.27,21.23,-0.37,-0.52,-0.32,1.03,1.02,1.02,1.11,0.89,1.3,99.1,99.23,99.56,11.11,11.49,12.97,1.08,0.86,1.17,9.53,15.12
222870000,2.2,2.77,0.74,99.26,0,13.1,1.67,0.99,4.95,10.13,2.96,17.62,0.39,3.22,0.17,0,4.6,0.81,2.86,57.23,0,0,0,0,0,0,0,0,0,-7.4,0,3.31,0,-11.44,0,-6.93,0,10.93,0,5.64,0,11.24,0,,26.61,-0.64,-0.69,-0.66,0.99,0.99,0.99,0.75,0.58,0.92,99.74,99.82,99.6,11.87,11.25,15.82,0.7,0.55,0.65,5.81,9.64
3940000000,6.49,0,0.2,99.27,0,17.02,3.01,2.22,12.95,2.45,11.7,16.16,2.38,7.83,15.49,3.14,3.57,5.51,10.07,21.71,0,0,0,0,0,0,0,0,0,-0.05,0,0.67,0,-5.98,0,1.96,0,8.77,0,8.62,0,0,0,,18.78,0,0,,0,0,,1,0.49,,0,0,,13.42,14.3,,0.82,0.36,,0,
3330000000,3.49,2.98,0.06,0,85.76,9.66,0.48,1.69,0.47,0,0,100,0,0,0,0,0,0,0,0,0,62.2,3.46,11.21,15.57,3.51,3.19,0.76,0.1,3.32,0,1.84,0,3.32,0,4.47,0,2.56,0,0,0,0,0,-0.38,4.06,0.54,0,0,0.95,0,0,0.21,0,0,97.23,0,0,2.85,0,0,0.45,0,0,0,0
5990000000,19.49,1.22,0.04,99.77,0,21.27,4.48,3.25,12.97,2.07,14.56,10.16,3.01,5.5,17.13,1.97,3.4,3.62,10.54,28.02,0,0,0,0,0,0,0,0,0,14.84,4.8,2.61,0.31,14.84,5.11,11.84,12.42,15.69,11.46,12.69,17.05,17.11,9.48,-0.8,26.94,1.5,1.2,0.66,1.05,1.05,1.03,1.28,1.06,1.4,93.34,95.07,95.89,11.63,12.02,13.33,1.21,0.99,1.22,11.33,16.17
675320000,11.47,4.21,0.4,99.42,0,34.15,2.13,6.74,14.53,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,3.04,0,-1.81,0,2.94,0,4.6,0,0,0,0,0,,2.92,-0.82,-0.82,-0.66,1,1,0.99,0.49,0.77,1.27,99.88,99.91,99.81,12.75,13.47,21.3,0.38,0.64,0.7,8.02,13.62
5210000000,16.53,2.39,0.04,99.72,0,13.62,2.06,1.32,6.34,3.4,9.2,21.42,2.97,9.74,10.7,4.97,3.33,7.34,10.63,16.31,0,0,0,0,0,0,0,0,0,12.33,10.9,0.88,-0.1,12.33,3.26,5.77,17.04,10.99,10.53,7.85,15.36,14.54,6.55,-9.08,15.07,-1.98,-2.59,-1.61,0.98,0.98,1.03,0.93,0.68,1.21,88.04,91.48,95.04,11.21,11.45,13.4,0.87,0.65,1.05,7.18,13.65
89550000,15.71,2.53,0.59,99.83,0,8.74,1.11,0.59,5.06,15.77,37.46,0,0,0,0,0,2.53,9.7,24.46,10.08,0,0,0,0,0,0,0,0,0,12.48,5.35,-1.41,1.07,12.48,6.53,-11.89,8.2,8.68,-0.98,0,5.3,0,1.17,-21.62,30.34,-0.42,0,0,1.16,0,0,0.76,0,0,74.64,0,0,14.22,0,0,0.55,0,0,0,0
15230000000,16.56,2.46,0.18,99.72,0,13.61,2.12,1.38,6.31,3.09,8.79,21.35,2.52,10.18,11.24,5.02,3.52,7.52,10.28,16.47,0,0,0,0,0,0,0,0,0,12.11,10.9,1.02,-0.1,12.11,3.26,5.74,17.04,10.43,10.53,7.87,15.36,14.37,6.55,-9.09,15.19,-2.34,-2.4,-1.69,0.97,0.96,1.02,0.88,0.69,1.19,87.67,91.51,94.82,11.09,11.26,13.32,0.84,0.66,1.04,7.35,13.54
6230000,21.35,0.06,0.95,99.16,0,17.08,1.33,0.91,4.14,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,14.95,0,2.59,0,14.95,0,-21.18,0,0,0,0,0,0,0,-34.99,-12.61,,,,,,,,,,,,,,,,,,,,
13000000,18.67,0.19,0.78,98.94,0,25.77,7.47,4.57,20.55,0,15.12,21.16,3.96,0,11.75,0,0,0,7.23,40.77,0,0,0,0,0,0,0,0,0,15.83,0,2.89,0,15.83,0,15.89,0,0,0,0,0,0,0,5.19,30.18,,,,,,,,,,,,,,,,,,,,
9080000,10.9,2.9,0.78,97.47,0,9.46,1.47,0.49,4.85,3.98,24.55,25.37,10.12,0,16.72,0,0,10.88,0,8.37,0,0,0,0,0,0,0,0,0,7.24,0,-2.88,0,7.24,0,1.39,0,0,0,0,0,0,0,-4.95,9.42,,,,,,,,,,,,,,,,,,,,
305500000,9.21,2.61,0.3,96.07,0,9.65,0.82,0.6,4.18,8.87,10.62,20.64,3.74,11.96,9.09,3.71,4.82,8.38,12.29,5.89,0,0,0,0,0,0,0,0,0,8.6,5.35,-0.08,1.07,8.6,6.53,-6.98,8.2,7.48,-0.98,0,5.3,0,1.17,-14.72,23.1,-0.36,0,0,0.98,0,0,0.66,0,0,82.53,0,0,11.42,0,0,0.57,0,0,0,0
936340000,17.9,0.88,0.2,98.94,0,20.7,2.78,2.09,11.48,4.56,13.96,9.72,10.73,3.11,14.21,3.82,0.5,4.06,15.87,19.47,0,0,0,0,0,0,0,0,0,14.91,5.46,0.56,-0.15,14.91,4.19,1.29,8.54,11.67,7.82,8.58,14.29,0,8.16,-10.5,19.72,-3.35,-2.38,0,1.17,1.05,0,1,0.76,0,87.88,80.48,0,13.4,13.07,0,0.8,0.64,0,7.44,0
2180000000,18.06,1.38,0.15,98.77,0,16.43,1.92,1.17,8.5,6.02,14.28,16.01,9.88,3.43,8.94,4.03,0.59,4.44,15.56,16.82,0,0,0,0,0,0,0,0,0,14.54,9.01,-0.61,0.12,14.54,4.65,2.32,12.18,11.08,8.34,8.15,15.92,0,7.88,-11.2,16.1,-3.73,-3.03,0,1.16,1.07,0,0.96,0.73,0,84.1,80.99,0,13.55,13.35,0,0.75,0.6,0,6.84,0
900170000,18.23,1.64,0.2,99.15,0,13.46,1.46,0.8,6.66,7.57,14.63,22.66,8.97,3.78,3.35,4.25,0.69,4.84,15.23,14,0,0,0,0,0,0,0,0,0,14.01,12.78,-1.82,0.05,14.01,4.11,3.41,15.53,10.13,10.34,7.33,17.24,0,7.35,-11.99,12.13,-4.36,-3.95,0,1.14,1.1,0,0.89,0.67,0,75.34,75.14,0,14.14,14.2,0,0.66,0.51,0,5.94,0
1.70E+11,18.13,1.92,0.04,99.75,0,16.81,2.95,2,8.66,2.46,11.88,15.4,2.5,7.77,14.49,3.34,3.56,5.43,10.23,22.95,0,0,0,0,0,0,0,0,0,13.55,7.5,1.92,-0.25,13.55,3.2,9.39,13.45,13.46,10.14,10.86,15.76,15.9,7.33,-4.42,21.79,-0.04,-0.04,-0.05,1,1,1,1.11,0.91,1.3,100,100,100,10.73,11.18,12.67,1.11,0.91,1.19,10.06,15.42
22560000000,19.45,1.19,0.18,99.73,0,21.31,4.68,3.38,13.08,1.9,14.61,10.19,2.48,5.66,17.34,1.85,3.6,3.59,10.17,28.6,0,0,0,0,0,0,0,0,0,14.79,4.8,2.67,0.31,14.79,5.11,12.53,12.42,15.73,11.46,13.14,17.05,16.97,9.48,-0.17,27.2,1.74,1.8,1.26,1.02,1.03,0.98,1.28,1.09,1.38,90.91,93.89,95.32,11.55,11.9,12.7,1.22,1.04,1.27,12,16.9
19310000000,18.32,1.82,0.15,99.82,0,16.95,2.85,1.96,8.55,2.66,12.11,15.13,3.49,7.26,14.07,3.15,3.37,5.2,10.54,23.02,0,0,0,0,0,0,0,0,0,13.88,7.5,1.78,-0.25,13.88,3.2,9.15,13.45,13.39,10.14,10.52,15.76,15.96,7.33,-4.91,21.53,-0.24,-0.45,-0.23,1.01,1.01,1.02,1.1,0.89,1.31,99.79,99.73,99.76,10.86,11.3,12.9,1.09,0.87,1.18,9.61,15.21
882320000,15.75,0.95,0.6,99.62,0,14.6,1.62,0.9,5.33,3.05,10.98,21.48,6.29,3.29,25.34,1.29,1.09,3.36,10.85,12.99,0,0,0,0,0,0,0,0,0,12.8,6.65,-3.17,-4.12,12.8,-2.26,-2.54,3.71,12.17,4.58,4.95,12.14,14.79,6.1,-13.08,12.73,-2.65,-6.06,-3.7,1.19,1.14,1.24,1.08,0.53,1.3,56.85,54.3,69.32,16.94,17.26,18.85,0.69,0.32,0.8,3.68,11.53
37860000000,15.06,2.43,0.2,99.74,0,14.38,1.88,1.53,6.27,3.69,6.65,21.37,5.3,8.43,15.17,6.37,5.53,9.77,8.1,9.62,0,0,0,0,0,0,0,0,0,11.81,10.9,0.66,-0.1,11.81,3.26,5.53,17.04,10.27,10.53,7.53,15.36,14.31,6.55,-8.4,13.47,-2.15,-2.64,-1.5,0.93,0.95,1.01,0.86,0.66,1.19,88.94,92.69,95.51,10.62,11.06,13.1,0.85,0.64,1.06,7.07,13.74
,6.69,0,0.2,99.44,0,15.36,2.2,1.66,7.77,4.48,11.67,17.86,2.93,8.92,13.45,3.21,3.78,6.08,10.97,16.66,0,0,0,0,0,0,0,0,0,-2.31,0,0.51,0,-6.12,0,-0.22,0,8.34,0,6.6,0,0,0,,22.45,0.09,0.1,,1,1,,0.73,0.59,,99.99,99.99,,9.47,10.16,,0.81,0.63,,6.14,
1630000000,3.72,0,0.55,98.54,0,15.34,2.19,1.66,7.73,4.44,11.7,17.89,2.92,8.9,13.53,3.23,3.78,6.11,10.98,16.52,0,0,0,0,0,0,0,0,0,-2.78,0,0.28,0,-6.01,0,-1.35,0,6.12,0,6.66,0,0,0,,16.5,0,0,,0,0,,0.78,0.31,,0,0,,12.39,13.16,,0.66,0.24,,0,
,7.94,3.73,0.59,97.42,0,19.93,1.34,6.34,10.7,0,0.09,0.08,99.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23,0,3.64,0,-2.69,0,0.96,0,5.39,0,6.54,0,11.89,0,,10.59,-0.8,0.22,0.16,0.99,1.02,0.98,0.5,0.59,1.07,96.21,95.12,97.85,10.88,11.29,17.54,0.46,0.57,0.71,5.91,11.79
42730000000,21.59,1.12,0.2,99.8,0,20.63,6,2.72,13.53,1.66,17.44,9.04,1.73,6.12,12.99,0,1.26,0.75,12.91,36.1,0,0,0,0,0,0,0,0,0,15.95,4.8,2.82,0.31,15.95,5.11,12.52,12.42,16.35,11.46,13.31,17.05,17.37,9.48,-1.68,29.96,1.6,1.62,0.94,1.09,1.06,1.02,1.33,1.11,1.41,91.96,94.28,95.48,12.18,12.26,13.27,1.2,1.02,1.24,11.74,16.49
213380000,17.46,1.75,0.15,99.82,0,16.72,3.1,2.14,8.5,2.09,11.3,16.19,1.18,8.06,15.76,1.88,4.31,5.58,8.68,24.99,0,0,0,0,0,0,0,0,0,12.86,7.5,1.93,-0.25,12.86,3.2,10.01,13.45,14,10.14,11.19,15.76,0,7.33,-3.2,22.79,0.66,0.35,0,0.98,0.99,0,1.15,0.94,0,99.43,99.41,0,10.56,11.14,0,1.18,0.94,0,10.49,0
43270000000,18.48,1.26,0.19,99.94,0,16.55,1.88,1.06,7.22,5.12,12.72,15.97,8.73,3.53,14.62,3.76,1.34,3.06,13.87,17.28,0,0,0,0,0,0,0,0,0,14.65,6.65,-2.08,-4.12,14.65,-2.26,2.09,3.71,12.95,4.58,7.1,12.14,15.42,6.1,-11.02,14.66,-2.85,-4.77,-3.33,1.25,1.19,1.24,1.12,0.68,1.33,71.1,67.66,78.61,15.89,16.15,17.68,0.76,0.46,0.87,5.29,12.07
9110000000,15.91,1.87,0.24,99.68,0,14.35,1.3,0.83,5.72,4.68,9.92,25.93,14.83,3.35,3.9,7.32,1.16,4.49,12.45,11.97,0,0,0,0,0,0,0,0,0,11.99,11.88,-2.82,-3.28,11.99,-1.32,0.19,8.5,10.81,4.96,5.52,12.52,13.99,5.74,-12.94,7.73,-3.89,-5.4,-4.1,1.17,1.1,1.2,0.96,0.55,1.22,61.12,60.16,75.69,16.1,15.8,17.56,0.63,0.37,0.81,4.29,11.24
9170000000,20.97,0.65,0.24,99.86,0,19.62,3.26,1.43,9.88,5.54,15.27,6.92,3.18,3.69,24.36,0.52,1.5,1.77,15.14,22.1,0,0,0,0,0,0,0,0,0,17.25,2.03,-1.28,-6.17,17.25,-4.3,3.88,0.34,14.97,3.74,8.53,11.52,16.62,7.28,-9.33,22.24,-1.87,-4.18,-2.6,1.32,1.28,1.27,1.27,0.8,1.43,75.88,70.06,77.34,16.28,17.05,18.27,0.86,0.52,0.91,6.05,12.76
10210000000,24.73,0.83,0.25,99.85,0,21.59,4.85,2.29,14.59,2.91,17.67,7.25,2.24,4.61,13.63,0,0.85,1.46,18.46,30.91,0,0,0,0,0,0,0,0,0,19.52,5.46,1.38,-0.15,19.52,4.19,11.31,8.54,14.83,7.82,10.68,14.29,17.41,8.16,-4.95,24.98,-0.57,-1.15,-0.42,1.17,1.12,1.13,1.23,0.92,1.44,89.42,88.84,89.83,13.28,13.25,15.16,1.01,0.77,1.11,8.84,14.95
18590000000,20.52,1.73,0.2,99.8,0,17.56,2.36,1.61,8.68,4.15,14.22,12.41,9.48,5.19,9.7,6.43,0.95,4.23,15.34,17.89,0,0,0,0,0,0,0,0,0,16.48,9.01,0.91,0.12,16.48,4.65,6.41,12.18,11.69,8.34,8.65,15.92,16.75,7.88,-9.13,18.32,-2.54,-2.42,-0.71,1.08,1.05,1.11,0.98,0.76,1.38,91.77,90.49,91.57,12.16,12.31,14.69,0.86,0.67,1.1,7.49,14.66
11230000000,17.54,2.24,0.25,99.65,0,15.46,1.73,1.32,6.73,5.07,11.68,16.19,14.81,5.62,6.82,11.15,1.02,6.26,13.06,8.33,0,0,0,0,0,0,0,0,0,14.29,12.78,0.48,0.05,14.29,4.11,2.81,15.53,9.3,10.34,7.02,17.24,16.16,7.35,-12.36,13.1,-3.99,-3.4,-0.89,1.02,0.99,1.09,0.8,0.63,1.34,85.29,84.88,88.34,11.9,12.02,14.69,0.7,0.56,1.06,6.28,14.42
9680000000,18.3,1.72,0.2,99.71,0,16.92,2.75,1.85,8.47,2.81,12.16,15.19,3.87,7,14.13,3.2,3.23,5.01,10.79,22.62,0,0,0,0,0,0,0,0,0,13.89,7.5,1.42,-0.25,13.89,3.2,8.54,13.45,13.29,10.14,10.19,15.76,15.83,7.33,-5.39,20.95,-0.48,-0.85,-0.53,1.03,1.02,1.03,1.1,0.87,1.3,99.13,98.94,99.25,11.08,11.49,13.14,1.07,0.83,1.15,9.18,14.88
425840000,13.89,2.39,0.2,99.8,0,13.92,1.96,1.66,6.07,3.03,4.23,23.87,0.71,9.79,19.2,4.07,7.7,11.46,5.7,10.24,0,0,0,0,0,0,0,0,0,10.54,10.9,0.56,-0.1,10.54,3.26,6.79,17.04,10.63,10.53,7.74,15.36,0,6.55,-6.4,13.58,-1.25,-2.24,0,0.89,0.93,0,0.9,0.67,0,86.22,90.85,0,10.28,10.94,0,0.92,0.67,0,7.46,0
1370000000,20.68,1.18,0.2,99.69,0,20.41,6.49,2.92,13.35,1.36,18.08,10.05,1.49,6.73,13.07,0,1.44,0.5,11.22,36.09,0,0,0,0,0,0,0,0,0,14.92,4.8,3.19,0.31,14.92,5.11,12.85,12.42,16.82,11.46,14.3,17.05,0,9.48,-0.75,31.63,2.29,2.69,0,1.06,1.05,0,1.36,1.18,0,88.83,91.98,0,12.13,12.22,0,1.24,1.1,0,12.9,0
1040000000,14.85,3.05,0.47,99.54,0,15.1,1.47,0.86,5.19,0.19,0,0,0,0,0,0.71,0,99.09,0,0,0,0,0,0,0,0,0,0,0,14.82,12.43,1.05,-4.33,14.82,2.1,2.32,-2.23,7.83,-13.55,-2.14,-5.33,5.26,1.18,-14.59,5.45,-2.18,-8.29,-6.84,1.03,1.15,1.12,0.74,-0.04,0.58,39.16,47.77,66.39,16.56,18.46,19.14,0.45,-0.07,0.34,-2.55,4.27
341930000,14.7,2.9,0.47,99.33,0,10.78,1.13,1.64,3.71,0.01,0.02,99.87,0,0.01,0.01,0,0,0,0.01,0.06,0,0,0,0,0,0,0,0,0,8.14,3.92,-2.78,-1.5,8.14,7.19,-8.55,7.72,10.46,6.5,4.28,15.7,11.27,-0.4,-15.97,23.43,-0.55,-2.25,-2.96,1.07,1.1,1.27,0.9,0.43,1.05,63.86,75.24,85.93,13.34,13.95,19.12,0.71,0.32,0.64,3.21,8.59
2110000000,4.64,1.96,0.47,99.49,0,16.67,3.56,2.15,13.36,0,0,0,0,0,99.11,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,7.86,-3.8,0.78,2.41,7.86,6.8,12.08,4.93,10.18,12.67,8.09,20.22,14.16,12.26,2.85,20.34,0.15,2.5,5.66,0.96,0.86,0.66,0.87,0.71,1.17,65.44,64.26,58.91,11.86,11.91,12.04,0.77,0.65,1.12,8.48,20.58
2820000000,25.33,0.8,0.47,99.66,0,17.84,4.11,2.75,10.74,0,0,10.07,0,0,0,0,0,0,4.72,85.21,0,0,0,0,0,0,0,0,0,18.77,11.18,4.4,-2.88,18.77,3.1,8.99,10.77,20.84,13.17,16.36,14.36,17.53,8.68,-5.13,40.77,8.45,8.75,5.4,1.09,1.09,0.98,1.66,1.35,1.46,59.93,72.7,76.99,14.07,14.18,15.52,1.32,1.08,1.1,14.2,17.5
230490000,18.99,3.85,0.47,99.41,0,16.01,2.17,2.03,7.46,0,16.82,0,0,0,0,0,41.8,0,0,41.38,0,0,0,0,0,0,0,0,0,12.16,10.54,2.51,0.96,12.16,0.86,2.22,17.28,0.41,6.51,1.87,12.11,7.72,5.86,-13.54,6.38,-8.68,-3.17,-0.51,0.9,0.8,0.7,0.09,0.21,0.68,56.68,56.54,60.61,11.95,11.79,12.42,-0.02,0.14,0.62,1.28,10.42
13730000000,12.94,2.72,0.1,98.95,0,13,1.42,1.07,5.96,8.25,11.44,20.26,4.56,9.71,8.26,3.24,3.74,6.83,11.72,12,0,0,0,0,0,0,0,0,0,10.55,4.11,0.99,1.28,10.55,5.62,-5.31,8.19,8.31,0.78,2.78,7.15,0,1.76,-14.55,28.08,0.02,0.23,0,1.01,1,0,0.7,0.29,0,99.84,99.81,0,10.68,11.99,0,0.67,0.22,0,2.01,0
858860000,20.64,0.77,0.43,99.82,0,20.76,4.18,1.23,10.14,0.06,72.56,0,0,13.94,0.76,0,8.18,0,4.18,0.31,0,0,0,0,0,0,0,0,0,13.13,-0.65,2.33,-2.32,13.13,-3.49,12.95,-3.67,12.98,3.31,12.25,12.71,19.15,6.08,1.8,19.88,1.41,5.66,8.01,1.11,0.98,0.85,1.09,1.04,1.55,74.16,72.51,72.14,12.95,12.76,13.95,0.91,0.91,1.3,11.68,21.92
804940000,16.61,2.7,0.43,99.81,0,18.24,1.57,1.01,5.36,0.09,0,0,0,0,0,0.61,0,99.01,0,0.28,0,0,0,0,0,0,0,0,0,16.49,12.43,2.33,-4.33,16.49,2.1,0,-2.23,3.86,-13.55,-4.27,-5.33,5.75,1.18,-19.2,-1.95,-7.04,-10.51,-5.98,1.22,1.21,1.1,0.47,-0.2,0.63,39.2,44.65,59.43,19.49,20.01,19.9,0.22,-0.16,0.36,-4.2,4.79
1680000000,17.86,1.85,0.43,99.79,0,14.86,1.65,2.72,6.42,0.47,0,77.51,19.61,0,0,0,2.16,0,0.25,0,0,0,0,0,0,0,0,0,0,11.59,3.92,-0.63,-1.5,11.59,7.19,2.17,7.72,13.72,6.5,9.47,15.7,15.49,-0.4,-9.25,19.54,3.15,3.34,2.83,0.99,0.95,1.06,1.14,0.83,1.32,60.33,65.77,76.66,12.74,13,16.76,0.97,0.7,0.92,9.1,14.2
1320000000,20.42,1.76,0.43,99.82,0,12.46,1.68,3.48,5.52,0,0,99.92,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,11.67,3.92,-2.45,-1.5,11.67,7.19,-3.01,7.72,17.19,6.5,9.59,15.7,15.2,-0.4,-12.44,24.42,5.17,3.09,1.76,1.16,1.11,1.17,1.45,0.89,1.34,45.84,51.78,67.53,17.22,17.05,19.83,0.93,0.58,0.79,7.92,12.55
2380000000,4.17,1.84,0.43,99.87,0,16.4,3.82,2.03,13.24,0,0,0,0,0,99.71,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,7.47,-3.8,0.55,2.41,7.47,6.8,14.45,4.93,12.93,12.67,11.17,20.22,16.4,12.26,5.87,22.31,2.08,5.07,7.71,1.03,0.93,0.66,1.09,0.96,1.34,62.5,59.82,52.31,13.14,13.32,12.79,0.9,0.8,1.22,11.14,23.93
887670000,22.76,1.35,0.43,99.85,0,17.45,3.78,1.73,6.59,2.98,3.51,4.43,0,0,0.31,0,0,0.04,77.22,11.5,0,0,0,0,0,0,0,0,0,18.6,9.41,0.19,-1.83,18.6,-0.59,6.14,5.78,13.93,5.21,10.14,12.3,17.68,7.39,-11.59,23.97,0.95,3.03,4.51,1.26,1.12,1.07,1.18,0.89,1.47,78.53,78.67,80.54,14.3,14.02,16.6,0.89,0.7,1.04,8.3,16.03
454010000,15.42,2.45,0.43,99.77,0,15.7,3.27,1.52,11.98,0,25.82,0.23,0,68.85,0,0,0,0,1.37,3.72,0,0,0,0,0,0,0,0,0,12.74,5.8,2.83,-1.71,12.74,-4.2,3.01,6.28,4.37,9.06,6.98,13.07,13.78,9.55,-13.73,16.53,-3.44,2.15,5.28,0.74,0.72,0.66,0.4,0.61,1.13,51.98,56.87,67.67,10.36,10.49,11.18,0.34,0.62,1.17,8.61,20.12
